               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 479,            0.012142,           0.0056622,            0.012348,             0.99719,                   1,               0.995,             0.95241,           0.0058823,           0.0022901,           0.0012725,           0.0005356,           0.0005356,           0.0005356
                 480,            0.010849,           0.0067119,           0.0022668,             0.99719,                   1,               0.995,             0.95241,           0.0058823,           0.0022901,           0.0012725,           0.0005158,           0.0005158,           0.0005158
                 481,            0.012606,           0.0056255,           0.0025204,              0.9972,                   1,               0.995,             0.95098,           0.0057711,            0.002292,           0.0012715,            0.000496,            0.000496,            0.000496
                 482,            0.012076,           0.0053262,           0.0017787,             0.99719,                   1,               0.995,             0.95847,           0.0055862,           0.0022894,           0.0012694,           0.0004762,           0.0004762,           0.0004762
                 483,            0.012088,           0.0069482,            0.002375,             0.99718,                   1,               0.995,             0.95541,           0.0059783,            0.002319,           0.0012685,           0.0004564,           0.0004564,           0.0004564
                 484,             0.01072,           0.0054053,           0.0024668,             0.99718,                   1,               0.995,             0.95541,           0.0059783,            0.002319,           0.0012685,           0.0004366,           0.0004366,           0.0004366
                 485,            0.010012,           0.0058763,           0.0019412,             0.99718,                   1,               0.995,             0.95376,           0.0062482,           0.0023458,           0.0012658,           0.0004168,           0.0004168,           0.0004168
                 486,             0.01192,           0.0056173,              0.0032,             0.99718,                   1,               0.995,             0.95406,           0.0057644,           0.0022939,           0.0012636,            0.000397,            0.000397,            0.000397
                 487,            0.010495,           0.0049924,           0.0033017,             0.99718,                   1,               0.995,             0.95489,           0.0055727,           0.0022895,           0.0012599,           0.0003772,           0.0003772,           0.0003772
                 488,            0.010881,           0.0053689,           0.0026534,             0.99718,                   1,               0.995,             0.95489,           0.0055727,           0.0022895,           0.0012599,           0.0003574,           0.0003574,           0.0003574
                 489,            0.010744,           0.0048105,           0.0027644,             0.99719,                   1,               0.995,             0.94504,           0.0055831,           0.0022952,           0.0012594,           0.0003376,           0.0003376,           0.0003376
                 490,            0.011199,            0.005423,           0.0019401,             0.99719,                   1,               0.995,             0.95316,           0.0054701,           0.0023028,           0.0012564,           0.0003178,           0.0003178,           0.0003178
                 491,            0.010467,           0.0061377,           0.0028368,             0.99717,                   1,               0.995,             0.95603,           0.0053743,           0.0023012,           0.0012532,            0.000298,            0.000298,            0.000298
                 492,            0.012288,           0.0059614,           0.0027887,             0.99717,                   1,               0.995,             0.95603,           0.0053743,           0.0023012,           0.0012532,           0.0002782,           0.0002782,           0.0002782
                 493,            0.010149,           0.0055842,           0.0022025,              0.9972,                   1,               0.995,             0.95614,           0.0053743,           0.0023037,           0.0012489,           0.0002584,           0.0002584,           0.0002584
                 494,            0.010628,           0.0054508,           0.0052644,             0.99719,                   1,               0.995,             0.96106,           0.0053588,           0.0023046,           0.0012438,           0.0002386,           0.0002386,           0.0002386
                 495,            0.011869,           0.0058753,           0.0024217,             0.99722,                   1,               0.995,             0.95841,           0.0053674,           0.0022993,           0.0012394,           0.0002188,           0.0002188,           0.0002188
                 496,            0.010816,           0.0059721,           0.0029256,             0.99722,                   1,               0.995,             0.95841,           0.0053674,           0.0022993,           0.0012394,            0.000199,            0.000199,            0.000199
                 497,            0.011393,           0.0058139,           0.0020643,             0.99721,                   1,               0.995,             0.95842,           0.0053304,           0.0022978,           0.0012388,           0.0001792,           0.0001792,           0.0001792
                 498,            0.010644,            0.005987,           0.0021347,             0.99722,                   1,               0.995,             0.96144,           0.0053219,           0.0022899,           0.0012398,           0.0001594,           0.0001594,           0.0001594
                 499,            0.011919,           0.0059113,           0.0029191,             0.99724,                   1,               0.995,             0.96607,           0.0053614,           0.0022899,           0.0012409,           0.0001396,           0.0001396,           0.0001396
